title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
'He's the story' - Vozinha's epic goalkeeping display thwarts Spain,BBC Sport Football,"Mon, 15 Jun 2026 18:12:30 GMT",https://www.bbc.com/sport/football/videos/c75y6gp1qyyo?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Vozinha produces a masterclass in goalkeeping to help his team record a 0-0 draw against Spain,Vozinha's Goalkeeping Heroics Stun Spain in World Cup Draw,"স্পেনের বিরুদ্ধে গ্রুপ এইচ ম্যাচে ২০২৬ ফিফা বিশ্বকাপে একটি ০-০ ড্র করতে কেপ ভার্দির গোলরক্ষক ভোজিন্হা তার কেয়ারারের খেলা দেখিয়েছেন। এই ড্র কেপ ভার্দির জন্য এক গুরুত্বপূর্ণ ফলাফল হিসেবে বিবেচিত হয়েছে, যারা ম্যাচের আগেই অপরাধী মনে করা হচ্ছিল। ভোজিন্হার দক্ষতা এবং অ্যাজিলিটির প্রদর্শন ছিল ড্র এবং একটি গুরুত্বপূর্ণ ফ্যাক্টর।",ভোজিন্হার গোলরক্ষক নায়কত্ব,WorldCup CapeVerde Spain Goalkeeping Heroics 2026WorldCup Football Soccer Sports,"A dynamic and high-energy image of a packed soccer stadium at dusk, with a hint of golden light illuminating the scene. In the foreground, the Cape Verde goalkeeper, Vozinha, leaps into the air, arms extended, as he makes an incredible save to deny Spain a goal. The ball is flying towards the top corner, and Vozinha's body is in mid-air, his face contorted in concentration. The Spanish players are in the background, looking shocked and dismayed. The Cape Verde players are celebrating, and the fans are going wild, waving their national flags and scarves. The pitch is a lush green, and the stadium is a vibrant, energetic mix of colors, with the crowd's faces aglow under the lights. The overall mood is one of exhilaration and drama, capturing the intensity and excitement of a World Cup match., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_portrait_1781639850.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_square_1781639848.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_landscape_1781639852.png
Gyokeres & Isak score as Sweden put five past Tunisia,BBC Sport Football,"Mon, 15 Jun 2026 05:27:28 GMT",https://www.bbc.com/sport/football/videos/c20ymjjl8yko?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Gyokeres & Isak score as Sweden put five past Tunisia,Gyokeres & Isak score as Sweden put five past Tunisia,"Watch highlights as Sweden get their World Cup campaign off to an emphatic start, scoring five goals in a win over Group F opponents Tunisia.",Gyokeres & Isak score as Sweden put five,,"A high-energy, action-packed stadium scene with a large crowd of people cheering and waving flags in the background. The camera is centered on the football field, with the Swedish national flag waving proudly in the foreground, alongside the Tunisian national flag in the opposing corner of the frame. The Sweden team, dressed in their iconic yellow jerseys with blue shorts, is celebrating a goal with players jumping up in the air, while the Tunisia team, dressed in their white jerseys with red shorts, looks on in shock. The ball is flying through the air, and the goalkeeper is diving to make a save. The atmosphere is electric, with flashing lights and pyrotechnics illuminating the night sky. The stadium is packed with spectators, all dressed in Sweden and Tunisia team colors, with a sea of yellow and blue dominating the stands. The overall mood is one of excitement and drama, capturing the intensity of the match as Sweden puts five past Tunisia., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_portrait_1781639855.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_square_1781639854.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_landscape_1781639857.png
Amad scores late winner as Ivory Coast beat Ecuador,BBC Sport Football,"Mon, 15 Jun 2026 01:50:27 GMT",https://www.bbc.com/sport/football/videos/cx2dyrzwk2vo?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Amad scores late winner as Ivory Coast beat Ecuador,Amad's Stunning 90th-Minute Winner Secures Ivory Coast Win,আমাদ ডিয়ালো লেট গোল করে আইভোরী কোস্ট ফিলাডেলফিয়ায় ইকুয়েডরকে পরাজিত করেছে। ম্যানচেস্টার ইউনাইটেডের কারণে ডিয়ালো ৯০তম মিনিটে গোল করে ইভোরিয়ানদের একটি অমর জয়ের ভান্ডার করে গেছে। এই ছিল একটি উত্তেজনাপূর্ণ ম্যাচ যার একটি অত্যন্ত অভিনয়শৈলী অন্তিম পর্যায়।,আমাদ দের লেট উইনার,IvoryCoast Ecuador Football ManchesterUnited BBCSport FootballHighlights InternationalFootball LateWinner MatchWinner,"A dramatic, high-energy scene of a packed stadium, with the floodlights shining down on the football pitch. The atmosphere is electric, with the crowd erupting in excitement as Amad Diallo scores a stunning 90th-minute winner, securing an upset victory for Ivory Coast over Ecuador. The camera captures the intense action, with the ball flying through the air and Amad celebrating with his teammates in the background. The Ivory Coast team is dressed in their bright orange and blue jerseys, while Ecuador wears their navy blue and white. The stadium is filled with flags waving in the air, with the Ivory Coast flag proudly displayed, while the Ecuadorian flag is seen in the stands. The deep blue and gold colors of FIFA 2027 branding are subtly integrated into the scene, such as on the stadium's advertising boards or the referees' uniforms. The composition is dynamic, with the action happening in the foreground and the crowd in the background, creating a sense of movement and energy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Amad_scores_late_winner_as_Ivory_Co_portrait_1781639860.png,/home/mahir/Desktop/News_Agent-main/posters/Amad_scores_late_winner_as_Ivory_Co_square_1781639859.png,/home/mahir/Desktop/News_Agent-main/posters/Amad_scores_late_winner_as_Ivory_Co_landscape_1781639862.png
Japan come from behind twice to draw with Netherlands,BBC Sport Football,"Sun, 14 Jun 2026 22:45:02 GMT",https://www.bbc.com/sport/football/videos/cnv9dzl62g6o?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Japan come from behind twice to draw with Netherlands,Japan's Late Heroics: Draw with Netherlands in Thrilling Opener,"জাপান দুবার পিছনে থেকে উঠে নেমেছিল এবং নেদারল্যান্ডের বিরুদ্ধে তাদের ওয়ার্ল্ড কাপে প্রথম ম্যাচে একটি মিথ্যা পয়েন্ট নিতে সক্ষম হয়েছিল। ডাইচি কামাদার জন্য মৌসুমের শেষ মুহূর্তের শির জাপানকে দালাসে একটি জীবন-জুতা খেলায় বাঁচিয়ে দেয়। ম্যাচটি দেখা যাচ্ছে নেদারল্যান্ড শুরু থেকেই এগিয়ে ছিল, কিন্তু জাপান ফিরে আসে জিতার জন্য এবং সমতা খুঁজে পেতে সমতা স্বীকার করেছিল।",জাপান ও নেদারল্যান্ডের মধ্যে ড্র হয়।,WorldCup Japan Netherlands Football Soccer Sports DaichiKamada LateEqualizer ComeFromBehind,"A high-energy sports stadium at sunset, with a packed crowd cheering in the background, wearing a mix of Japan and Netherlands jerseys in red, blue, and orange. The lighting is warm with a golden glow, casting long shadows across the field. The Japanese and Dutch national flags are prominently displayed on the sidelines, waving gently in the wind. The scene is set in a thrilling moment of the game, with a Japanese player scoring a goal in the top-right corner, celebrating with teammates, while a Dutch player looks on in shock, in the bottom-left corner. The atmosphere is electric, with confetti and balloons floating through the air. The stadium's scoreboard glows bright, displaying the score in a deep blue and gold color scheme, matching the FIFA 2027 branding., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_portrait_1781639866.png,/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_square_1781639864.png,/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_landscape_1781639867.png
'Thunderbolt!' - Sweden's Ayari scores stunner but refuses to celebrate,BBC Sport Football,"Mon, 15 Jun 2026 04:06:07 GMT",https://www.bbc.com/sport/football/videos/czj8e33pgdjo?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Ayari scores a stunner for Sweden against Tunisia but refuses to celebrate,Thunderbolt! 🌩️ Ayari Scores Stunner for Sweden,"সুইডেনের মধ্যমাঠের খেলোয়াড় ইয়াসিন আয়ারি টিউনিশিয়ার বিরুদ্ধে একটি জাদুময় গোল করেছেন, কিন্তু উত্সব করতে অস্বীকার করেছেন। তার বাবা টিউনিশিয়ান, তাই তিনি প্রতিপক্ষের প্রতিনিধিত্ব করতে পারতেন।",সুইডেনের ধামাকার গোল,Sweden Tunisia Football WorldCup YasinAyari Brighton BrightonAndHoveAlbion AyariStunner,"A dynamic, high-energy sports stadium scene with a sold-out crowd cheering in the background. The atmosphere is electric with flashes of camera lights illuminating the action on the field. The camera is focused on a dramatic, slow-motion shot of Yasin Ayari, the Swedish player, celebrating his stunning goal in mid-air with his arms outstretched after scoring against Tunisia. The Swedish national flag is waving in the top left corner of the frame, while the Tunisian flag is visible in the top right. The stadium's deep blue and gold accents are reflected in the crowd's banners and the goal net. The action is captured in a blur of motion, with the goal net in the foreground and the player's legs in the background. The lighting is bright and sunny with a hint of dramatic cloud cover, emphasizing the excitement of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_Thunderbolt_____Sweden_s_Ayari_sco_portrait_1781639871.png,/home/mahir/Desktop/News_Agent-main/posters/_Thunderbolt_____Sweden_s_Ayari_sco_square_1781639869.png,/home/mahir/Desktop/News_Agent-main/posters/_Thunderbolt_____Sweden_s_Ayari_sco_landscape_1781639873.png
Tuchel's England deal includes performance clause,BBC Sport Football,"Tue, 16 Jun 2026 11:14:08 GMT",https://www.bbc.com/sport/football/articles/clye3plyj7xo?at_medium=RSS&at_campaign=rss,71,60,80,80,70,announcement,"Thomas Tuchel's England deal includes performance clause, says FA chief executive Mark Bullingham",Tuchel's England Deal: Performance Clause Revealed,"থমাস তুচেলের চুক্তি প্রসারণ অধিকারী হল একটি পারফরম্যান্স কল, এফ এ প্রধান মার্ক বুলিংহাম রুখে দিয়েছেন। কলটি যুক্তরাজ্যের জন্য ফলাফল দেওয়ার চাপ তুচেলের উপর চাপিয়ে দিয়েছে। তার নতুন করার লক্ষ্য দলের সাফল্যের সম্ভাবনা বৃদ্ধির দিকে।",টুকেলের ইংল্যান্ড চুক্তি: পারফরম্যান্স,England Tuchel PerformanceClause Football Sports News Announcement FA,"A close-up shot of a giant, breaking news headline in bold, deep blue font with gold highlights, plastered across a large digital screen in the background, displaying the England flag prominently. The scene is set at a bustling football stadium with a dense crowd of fans in the foreground, all dressed in England's red, white, and blue colors, with some holding up national flags, creating a sense of energy and urgency. Thomas Tuchel, a top football manager, stands in the center, looking determined, with a football at his feet. The lighting is dramatic, with flashes of camera strobes and a bright, sunny sky in the background. The composition is dynamic, with the crowd and Tuchel in motion, capturing the excitement of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_England_deal_includes_perf_portrait_1781639876.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_England_deal_includes_perf_square_1781639874.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_England_deal_includes_perf_landscape_1781639878.png
Stag-do drag to World Cup - the rise of Scotland's other national anthem,BBC Sport Football,"Tue, 16 Jun 2026 11:19:30 GMT",https://www.bbc.com/sport/football/articles/cn4d8kwqjjeo?at_medium=RSS&at_campaign=rss,70,80,60,70,70,controversy,"From stag-do drag to Fenway Park, how did a 1970s disco hit become the soundtrack of the Tartan Army?",Scotland's Disco Anthem: From Stag-Do to World Cup,১৯৭০ এর দশকের একটি ডিস্কো হিট তার্টান আর্মির সাউন্ডট্র্যাক হয়ে উঠেছে। স্ট্যাগ-ডু ড্রাগ থেকে ফেনওয়ে পার্কের মধ্যে এই গানের অসম্ভাব্য পরিচিতির উত্তরণ হলো ফুটবলের শক্তি যা একতার কাজ করে। স্কটল্যান্ডের অন্য জাতীয় গানের পিছনের আত্মকথা আবিষ্কার করুন।,স্কটল্যান্ডের ডিস্কো অ্যাথনম,Scotland TartanArmy Disco WorldCup Football NationalAnthem ScottishFootball FootballCulture SportsHistory ScotlandNationalTeam,"A dynamic, action-packed scene of a packed stadium with a sea of Scotland fans in their iconic blue and white jerseys, waving their national flags and holding hands in the air as the crowd erupts in a frenzy. The lights of Fenway Park illuminate the night sky, casting a golden glow over the chaotic atmosphere. The fans are dressed in elaborate stag-do costumes, complete with oversized hats and boas, as they celebrate their team's energetic performance. In the foreground, a fan is jumping for joy, fists pumped in the air, while others are cheering and high-fiving each other. The energy is electric, with confetti and streamers flying through the air as the crowd sings along to the disco anthem. The stadium's deep blue and gold colors are prominently displayed, with the Scotland flag proudly waving above the stands. The scene is set at dusk, with a warm orange glow casting a dynamic light over the entire scene., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Stag_do_drag_to_World_Cup___the_ris_portrait_1781639881.png,/home/mahir/Desktop/News_Agent-main/posters/Stag_do_drag_to_World_Cup___the_ris_square_1781639879.png,/home/mahir/Desktop/News_Agent-main/posters/Stag_do_drag_to_World_Cup___the_ris_landscape_1781639883.png
Tuchel's defensive gambles and what do they say about Alexander-Arnold?,BBC Sport Football,"Tue, 16 Jun 2026 18:01:51 GMT",https://www.bbc.com/sport/football/articles/cy4ev318qd2o?at_medium=RSS&at_campaign=rss,69,80,90,20,70,transfer,Trent Alexander-Arnold snubbed by Thomas Tuchel in World Cup selection,Trent Alexander-Arnold Snubbed by Thomas Tuchel in World Cup,"ইংল্যান্ডের হেড কোচ থমাস টুকেল বিশ্বকাপের জন্য একটি উচ্চ-ঝুঁকিপূর্ণ ডিফেন্সিভ বেছে নিয়েছেন, যাতে ট্রেন্ট আলেক্সান্ডার-আর্নল্ডকে বাদ দেওয়া হয়েছে। এই সিদ্ধান্তটি টিনো লিভারমোর্টোর আঘাতের কারণে নিহিত হয়েছে। এই আচরণটি আলেক্সান্ডার-আর্নল্ডের প্রতি আস্থার দ্বিধাদ্বন্দ্ব সৃষ্টি করেছে।",ট্রেন্ট আলেকজান্ডার-আর্নল্ডকে বঞ্চিত করা হয়েছে,TrentAlexanderArnold ThomasTuchel WorldCup2023 EnglandNationalTeam LiverpoolFC BBCSportFootball FootballNews TransferTalk GarethSouthgate TeamSelection,"A dynamic, high-energy image of a packed newsroom with a giant screen at the back displaying a live news broadcast of a shocked Trent Alexander-Arnold sitting in front of a FIFA 2027 World Cup logo with deep blue and gold colors, looking dejected as Thomas Tuchel is shown in a video call on a screen behind him, with a red 'X' marked through a spot where Trent's name would be. The atmosphere is tense and the lighting is dim with flashes of camera lights from the newsroom. In the foreground, a reporter is shown holding a microphone, trying to get a quote from Trent, while other journalists are seen frantically typing away on their laptops. The England national flag is draped in the background, with the Liverpool team colors of red and white visible on the jackets of the reporters. The composition is a mix of close-ups and wide shots, capturing the drama and shock of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_portrait_1781639887.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_square_1781639885.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_landscape_1781639889.png
Meet the Iraq player set to make history for Pakistan,BBC Sport Football,"Tue, 16 Jun 2026 06:52:02 GMT",https://www.bbc.com/sport/football/articles/c99lzern58eo?at_medium=RSS&at_campaign=rss,68,60,70,80,70,announcement,"Zidane Iqbal, a former Manchester United player, will make history when he plays for Iraq this summer, becoming the first player of Pakistani heritage",First Pakistani Player Set to Make History at World Cup,"জিদান ইকবাল, একজন প্রাক্তন ম্যানচেস্টার ইউনাইটেড খেলোয়াড়, এই গ্রীষ্মে আয়ারল্যান্ডের হয়ে খেলে ইতিহাস গড়ে তুলবেন। ইকবাল প্রথম পাকিস্তানি উত্তরাধিকারী খেলোয়াড় হবেন যিনি একটি মহিলা বিশ্ব কাপে খেলবেন। এই অর্জন আন্তর্জাতিক ফুটবলে বৃদ্ধাঞ্চলে বৈচিত্র্যের বাড়ানোর প্রমাণ।",পাকিস্তানি ঐতিহ্য ইতিহাস গঠন করে,Iraq ManchesterUnited PakistaniHeritage WorldCup Football Diversity Inclusion BBCSportFootball,"A high-energy, close-up shot of a packed stadium with the FIFA 2027 deep blue and gold branding prominently displayed in the top-right corner. The atmosphere is electric with thousands of cheering fans waving national flags of Iraq and Pakistan. In the foreground, a dynamic action shot of a football player, Zidane Iqbal, wearing a bold red and black Manchester United jersey, but with the Iraq national team's flag draped over his shoulder. He's shown in mid-action, sprinting towards the ball, his muscles tensed and his face determined. The lighting is bright and vibrant, with a slight golden glow to capture the excitement of the moment. The composition is cinematic, with the player framed by a blur of colorful fans and flags in the background., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_portrait_1781639893.png,/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_square_1781639891.png,/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_landscape_1781639895.png
What are the deadlines for World Cup squads?,BBC Sport Football,"Wed, 03 Jun 2026 08:12:18 GMT",https://www.bbc.com/sport/football/articles/ckgp482v49xo?at_medium=RSS&at_campaign=rss,67,95,80,0,70,logistics,Important deadline for FIFA 2027 World Cup team preparation,FIFA 2026 Squad Deadlines Looming: Be Prepared!,২০২৬ ফিফা বিশ্বকাপ দলের মেয়াদোত্তীর্ণ তারিখ দ্রুত এগিয়ে আসছে। দলের কয়েকটি সীমিত সময় রোস্টার তৈরি করতে। এবিসিআই স্পোর্টসের এসকেমি কোনটা কিন্তু তারিখ ভেঙ্গে দিচ্ছে।,ফিফা ২০২৬ স্কোয়াড ডেডলাইন,fifa2026 worldcup2026 squaddeadline futball fifafootball worldcuppreparation squadmanagement fifainf,"A high-energy news poster with a bold and dynamic scene, set against a deep blue background with golden accents, reminiscent of the FIFA 2027 branding. The atmosphere is tense and urgent, with a sense of breaking news. In the foreground, a group of diverse people from different countries are gathered around a large screen displaying a countdown timer, with maps of the world and national flags visible in the background. The composition is asymmetrical, with the action focused on the left side of the image. The light source is coming from the top left, casting a sense of drama and importance. The scene is filled with movement and energy, with people rushing to prepare their teams for the FIFA 2027 World Cup. The colors are bold and vibrant, with the deep blue and gold of the FIFA branding taking center stage., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/What_are_the_deadlines_for_World_Cu_portrait_1781639899.png,/home/mahir/Desktop/News_Agent-main/posters/What_are_the_deadlines_for_World_Cu_square_1781639897.png,/home/mahir/Desktop/News_Agent-main/posters/What_are_the_deadlines_for_World_Cu_landscape_1781639901.png
