title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
USMNT in World Cup quarterfinals? There's a real c...,ESPN Soccer,"Wed, 17 Jun 2026 07:29:06 EST",https://www.espn.com/soccer/story/_/id/49076822/stats-usmnt-win-vs-paraguay-signal-deep-world-cup-run-possible,62,90,60,20,60,result,USMNT's quarterfinals hopes spark excitement,USMNT's World Cup Quarterfinals Hopes Spark Frenzy,"মার্কিন যুক্তরাষ্ট্রের পুরুষ জাতীয় দল বিশ্বকাপের অর্ধেক ফাইনালে পৌঁছেছে, সেই সাথে সকারের বিশ্বব্যাপী উত্তেজনার ধোয়া যাচ্ছে। তাদের পরের ম্যাচের পূর্বেই, ভক্তরা ফলাফলের প্রত্যাশায় বাজে বেড়াচ্ছেন। কিভাবে তারা ইতিহাস রচনা করবে তা হবে তাদের নিজেদেরই সিদ্ধান্ত।",মার্কিন যুক্তরাষ্ট্র জাতীয় ফুটবল দল চেম্পিয়নস লিগের চতুর্থ রাউন্ডে অগ্রসর হয়েছে,USMNT WorldCup Quarterfinals Soccer Sports USMen NationalTeam SoccerWorldCup USA,"A dynamic, high-energy image of a packed sports stadium with thousands of screaming fans waving American flags and clad in red, white, and blue, with the USMNT team members in their home jerseys, running onto the field in celebration, arms raised in triumph. The deep blue and gold of the FIFA 2027 branding shines brightly on the stadium's video board. Spotlight beams illuminate the players as they high-five each other, with a burst of confetti and fireworks exploding above the field, creating a kaleidoscope of colors. The atmosphere is electric, with fans jumping up and down, holding signs and banners supporting the team. The composition is a mix of chaos and focus, with the players in the center of attention. The lighting is vibrant and intense, with a mix of natural sunlight and stadium lighting, emphasizing the excitement and drama of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/USMNT_in_World_Cup_quarterfinals__T_portrait_1781696868.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/USMNT_in_World_Cup_quarterfinals__T_square_1781696866.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/USMNT_in_World_Cup_quarterfinals__T_landscape_1781696869.png
What if Reyna's World Cup wonder goal is only the ...,ESPN Soccer,"Wed, 17 Jun 2026 07:29:05 EST",https://www.espn.com/soccer/story/_/id/49084166/what-gio-reyna-world-cup-wonder-goal-vs-panama-only-beginning-usmnt,61,80,60,30,60,result,Gio Reyna's World Cup wonder goal sparks hope for the future,Gio Reyna's Wonder Goal Ignites Hope for USMNT Future,"জিও রেইনার USMNT-এর বিরুদ্ধে প্যারাগুয়েকে আকর্ষণীয় গোল করার মতো একটি মূল পরিবর্তনের পরের পর, চার বছরের একটি আকর্ষণীয় অধ্যায়ের পর রেইনার এই চমৎকার গোল দিয়ে মার্কিন যুক্তরাষ্ট্রের ভবিষ্যতের জন্য আশার সুস্পন্দন লাইন নিয়ে আসেছে। মার্কিন যুক্তরাষ্ট্রের জাতীয় ফুটবল দলের ভবিষ্যতের দিকে তাকিয়ে তিনি কিভাবে দলকে সাফল্যে নিয়ে যেতে পারেন?",রেইনার বিশ্বকাপ অদ্ভুত গোল,USMNT GioReyna WorldCup Soccer USMen AmericanSoccer FIFA Paraguay,"A high-energy, large-scale image of a soccer stadium at dusk, with a massive crowd cheering in the background, waving the USMNT national flags and jerseys. A golden light from the setting sun illuminates the scene, with deep blue accents reflecting off the stadium's surface. In the foreground, a dynamic action shot of Gio Reyna, dressed in his USMNT kit, leaping in mid-air, ball at his feet, with a sense of triumph and joy on his face. The stadium's upper tier is packed with fans, all dressed in USMNT colors, and the energy of the crowd is palpable, with hands raised in celebration. The atmosphere is electric, with a sense of history being made., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/What_if_Reyna_s_World_Cup_wonder_go_portrait_1781696872.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/What_if_Reyna_s_World_Cup_wonder_go_square_1781696871.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/What_if_Reyna_s_World_Cup_wonder_go_landscape_1781696874.png
Iran's Torabi cleared to re-enter U.S. for WCup,ESPN Soccer,"Wed, 17 Jun 2026 07:08:19 EST",https://www.espn.com/soccer/story/_/id/49086571/iran-torabi-cleared-world-cup-us-visa-issue-resolved,61,80,10,90,80,announcement,Mehdi Torabi cleared to re-enter the U.S. for the WCup.,Iran's Mehdi Torabi Cleared for US World Cup Entry,"মার্কিন স্টেট দিভিশনের ঘোষণা আসেছে যে মেহদি তোরাবির ভিসা সমস্যা সমাধান করা হয়েছে, যার ফলে আগামী বিশ্বকাপে আমেরিকায় ফিরে আসতে পারবে। এর মানে হলো তোরাবি টুর্নামেন্টে অংশগ্রহণ নিতে বাধা নেই। এই খবর ইরানী ফুটবল ভক্তদের জন্য এক বোধহতোর আশা।",তোরাবি বিশ্ব কাপে যোগ্যতা অর্জন করেছেন,WorldCup Iran MehdiTorabi USStateDepartment VisaIssues FootballNews SportsUpdate InternationalFootball IranianFootball,"A close-up shot of a giant news ticker scroll unspooling in front of a city skyline at dusk, with neon lights reflecting off wet pavement. The ticker scroll is a deep blue color with gold accents and the words 'BREAKING NEWS' emblazoned in bold, golden letters. In the foreground, a large crowd of people are gathered around a giant screen displaying the image of Mehdi Torabi, an Iranian football player, with a big smile on his face and his arms raised in triumph. The crowd is cheering and holding up Iranian flags, with some people wearing gold and blue scarves to show their team spirit. The atmosphere is electric, with a sense of excitement and urgency filling the air. The composition is dynamic, with the ticker scroll and the crowd creating a sense of movement and energy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Iran_s_Torabi_cleared_to_re_enter_U_portrait_1781696876.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Iran_s_Torabi_cleared_to_re_enter_U_square_1781696875.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Iran_s_Torabi_cleared_to_re_enter_U_landscape_1781696878.png
Argentina vs Algeria: Should Messi have been sent off? VOTE!,Sky Sports Football,"Wed, 17 Jun 2026 10:30:00 BST",https://www.skysports.com/football/argentina-vs-algeria/live/549784,58,70,50,50,60,controversy,Argentina vs Algeria match sparks debate over Messi's sending off,Argentina vs Algeria: Should Messi have been sent off? VOTE!,,Argentina vs Algeria: Should Messi have ,,"A high-energy, breaking news scene of a packed stadium at night, illuminated by flashing camera lights and giant video screens displaying the FIFA 2027 logo in deep blue and gold. In the foreground, the Argentine national team's players are in the midst of a heated discussion, with Lionel Messi standing at the center, his arms raised in protest, as the referee points to the pitch in the background. The Algerian team's players are shown in the opposing corner, looking concerned and gesturing to each other. The Argentine flag waves proudly in the top left corner, while the Algerian flag is visible in the bottom right. The team colors, white and sky blue for Argentina, and green and white for Algeria, are prominent throughout the scene. The action is captured in a dynamic composition, with the players and referee in motion, conveying the intensity and controversy of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Argentina_vs_Algeria__Should_Messi__portrait_1781696882.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Argentina_vs_Algeria__Should_Messi__square_1781696880.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Argentina_vs_Algeria__Should_Messi__landscape_1781696884.png
FIFA World Cup 2026™ sets new daily attendance record,FIFA Inside – Inside Home,16 Jun 2026,https://www.inside.fifa.com/news/world-cup-2026-sets-new-daily-attendance-record,55,60,50,30,20,result,FIFA World Cup 2026 sets a new daily attendance record.,World Cup 2026 Shatters Daily Attendance Record!,ফিফা বিশ্বকাপ ২০২৬ নিউ ডেলি অতিথিসংখ্যা রেকর্ড স্থাপন করেছে। এই ইভেন্টে পৃথিবীর বিভিন্ন স্থানে থেকে অতিথি দর্শকের অসাধারণ জনসভা লক্ষ্য করা গেছে। এই অর্জনটি বিশ্বকাপের বৈশ্বিক আবেদনের প্রমাণ তৈরি করেছে।,২০২৬ বিশ্বকাপ নতুন রেকর্ড সেট করে,WorldCup2026 FIFAWorldCup DailyAttendanceRecord Sports Football GlobalEvent RecordBreaking FIFA,"A fast-paced, action-packed image of a bustling FIFA World Cup 2026 stadium, with a massive crowd of fans cheering and waving national flags. The sunlight is shining down, casting a warm glow over the scene, with the golden hues of the stadium's architecture reflecting off the deep blue sky. Players and officials are shown celebrating in the foreground, surrounded by a sea of waving flags and confetti. The energy is electric, with fans jumping for joy and photographers capturing the moment. The action is centered around the stadium's steps, where a group of players are shown lifting the World Cup trophy aloft. The stadium's deep blue and gold colors are prominent, with the gold accents shining brightly in the sunlight. The atmosphere is one of unbridled excitement and joy, with the crowd's energy palpable., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_World_Cup_2026__sets_new_daily_portrait_1781696889.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_World_Cup_2026__sets_new_daily_square_1781696887.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_World_Cup_2026__sets_new_daily_landscape_1781696891.png
Kyrgyz Republic football takes another step forward with FIFA Talent Academy milestone event,FIFA Inside – Talent Development,25 Mar 2026,https://inside.fifa.com/news/kyrgyz-republic-talent-academy-bishkek-gianni-infantino,55,40,60,30,50,announcement,Kyrgyz Republic football takes another step forward with FIFA Talent Academy milestone event.,Kyrgyz Republic Football Takes Giant Leap Forward!,কির্গিজ প্রজাতন্ত্রটি ফিফা ট্যালেন্ট ডেভেলপমেন্ট স্কিমে (TDS) যোগদানের প্রায় তিন বছর পর ফুটবলে গুরুত্বপূর্ণ অগ্রগতি করেছে। দেশের ফুটবল বিকাশে ফিফা ট্যালেন্ট একাডেমির সাম্প্রতিক মাইলফলক সম্পর্কিত এক নজিরবিহীন উন্নয়ন পর্যবেক্ষণ করা যাচ্ছে। এই অর্জনটি দেশের ফুটবল প্রতিভার জন্য নতুন একটি বৃদ্ধি ও সুযোগের যুগের সূচনা করেছে।,কির্গিজ প্রজাতন্ত্র ফুটবল উড়ে যাচ্ছে,FIFA FIFATalentDevelopmentScheme KyrgyzRepublicFootball FootballDevelopmentAfrica FIFAfrica KyrgyzSport CentralAsianFootball FIFATalentAcademy FootballGrowth,"A dynamic and high-energy breaking news scene with a bold, bright background that conveys the excitement and importance of the event. A young, aspiring footballer in a sleek, modern stadium is surrounded by giant screens displaying the FIFA 2027 logo in deep blue and gold, while the national flag of Kyrgyz Republic waves triumphantly in the air. The footballer is shown in mid-action, jumping and celebrating amidst a flurry of confetti and cheering fans, all set against a warm, golden evening sky with the stadium lights illuminating the scene. The atmosphere is electric, with a sense of pride and achievement radiating from the crowd and the footballer alike. The composition is balanced, with the footballer centered and the stadium and screens framing the scene, while the lighting is bright and vibrant, with a mix of natural and artificial light sources creating a sense of drama and energy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Kyrgyz_Republic_football_takes_anot_portrait_1781696896.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Kyrgyz_Republic_football_takes_anot_square_1781696894.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Kyrgyz_Republic_football_takes_anot_landscape_1781696898.png
Can Bellingham become England's superstar once more at the World Cup?,BBC Sport Football,"Wed, 17 Jun 2026 10:06:19 GMT",https://www.bbc.com/sport/football/articles/c23y4zkv4z0o?at_medium=RSS&at_campaign=rss,52,50,60,40,60,ranking,Jude Bellingham's World Cup build-up points to a special talent.,Bellingham to shine in England's World Cup quest?,ইংল্যান্ডের প্রধান কোচ থমাস টুকেলের আগে বিশ্বকাপের প্রস্তুতির সময় জুড বেলিংহ্যামের বিপড়ের দেখা দেয়। ক্লাবের কার্যক্রমে একজন তরুণ মধ্যমাঠের খেলোয়াড়ের উৎসর্গ এবং দক্ষতা তাকে ইংল্যান্ডের বিশ্বকাপের আশায় একজন গুরুত্বপূর্ণ ব্যক্তিত্ব করে তুলতে পারে।,বেলিংহ্যাম বিশ্বকাপে আলোর সমান,England WorldCup JudeBellingham ThomasTuchel Football BBCSport FootballNews,"A dynamic, high-energy scene of a newsroom set, with a giant, deep blue and gold FIFA 2027 logo prominently displayed on the wall in the background. A flurry of reporters and camera crews rush around, capturing the excitement of the moment. A massive, high-definition screen behind the news desk displays a graphic of Jude Bellingham in action, with a gold trophy and the English flag waving in the corner. The atmosphere is electric, with flashing camera lights and a sense of urgency. A close-up shot of a reporter, microphone in hand, gestures passionately as they speak about Jude Bellingham's World Cup prospects. The overall mood is one of anticipation and excitement, as the crowd hangs on the reporter's every word. The scene is bathed in a warm, golden light, with deep shadows adding depth and drama. The news desk is a deep, rich wood tone, with the FIFA 2027 branding emblazoned on the edge in bold, gold letters., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Can_Bellingham_become_England_s_sup_portrait_1781696902.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Can_Bellingham_become_England_s_sup_square_1781696900.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Can_Bellingham_become_England_s_sup_landscape_1781696904.png
Real Madrid confirm Bernardo Silva signing,ESPN Soccer,"Wed, 17 Jun 2026 07:08:20 EST",https://www.espn.com/soccer/story/_/id/48937163/real-madrid-confirm-bernardo-silva-signing-man-city-exit,51,80,10,50,70,transfer,Real Madrid confirm high-profile transfer of Bernardo Silva.,Bernardo Silva Joins Real Madrid in Shock Transfer Move,রিয়েল মাদ্রিদ বর্ণাঢ্য স্ট্রাইকার বার্নার্ডো সিলভার সাথে চুক্তি করার খবর নিশ্চিত করেছে। পর্তুগিজ মিডফিল্ডার প্রতিবেদন অনুযায়ী সমস্ত সমস্ত চুক্তি স্বাক্ষরিত হওয়ার পর ইউরোপীয় বিজয়ী দলে যোগদান করেছেন। এই চুক্তির ফলে ম্যানচেস্টার সিটির ৯ম ট্রফি রক্ষা করার সম্ভাবনা নেমে আসবে।,বের্নাডো সিলভা রিয়াল মাদ্রিদে যোগদান করেছেন,RealMadrid BernardoSilva TransferNews Soccer Football ESPN SportsNews LaLiga ManchesterCity,"A dramatic, high-energy breaking news scene with a blurred background of a football stadium filled with Real Madrid fans, some holding up a massive 'Real Madrid' banner in a deep blue and gold color scheme. The atmosphere is electric, with flashing strobe lights and a sense of urgency. Bernardo Silva, dressed in a Real Madrid jersey, is at the center of the action, standing triumphantly on the pitch with a huge smile on his face, one arm raised in victory. His Real Madrid jersey is a deep blue with gold accents, and his football boots are a gleaming white. The scene is set at night, with the stadium's floodlights casting a warm, golden glow across the players. The crowd is a sea of faces, all cheering and screaming in delight, with some waving national flags of Portugal, although this is not the focus of the image. The action is dynamic, with Bernardo Silva's figure slightly blurred as he celebrates his move, conveying a sense of movement and energy. The camera is positioned low to the ground, looking up at Bernardo Silva, creating a sense of grandeur and drama., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_confirm_Bernardo_Silva__portrait_1781696907.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_confirm_Bernardo_Silva__square_1781696905.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_confirm_Bernardo_Silva__landscape_1781696908.png
Who would you start against Croatia? Pick your England XI,BBC Sport Football,"Wed, 17 Jun 2026 11:35:33 GMT",https://www.bbc.com/sport/football/articles/c8r2l12jjz7o?at_medium=RSS&at_campaign=rss,51,60,60,0,80,result,England's starting XI for the World Cup against Croatia,England's Starting XI: Who Would You Pick vs. Croatia?,থমাস টুকেল বুধবার তার প্রথম ইংল্যান্ড বিশ্বকাপ দল ঘোষণা করবেন। বিবিসি স্পোর্ট পণ্ডিতরা তাদের শুরুর XI ভাগ করে নিয়েছেন - এখন তোমার এখানে সময়।,ইংল্যান্ডের শুরুর একাদশ,England Croatia WorldCup Football ThreeLions EnglandXI CroatiaVsEngland FootballWorldCup,"A dynamic, high-energy sports news poster featuring a close-up action shot of an English football player, with a blurred background of a packed stadium filled with cheering fans, waving flags with the Union Jack and the England national team's crest, and banners with the words 'ENGLAND'S STARTING XI' in bold, golden font. The atmosphere is electric, with flashing camera lights and a sense of urgency in the air. In the foreground, a giant, deep blue background with gold accents, resembling the FIFA 2027 branding, with a subtle gradient effect to give a sense of depth. The composition is centered around the main subject, with the flags and banners forming a dynamic, curved line around them, drawing the viewer's eye to the action. The lighting is bright and dramatic, with a mix of natural and artificial light sources creating a sense of drama and tension. The overall mood is one of excitement and anticipation, as if the news is about to break and the viewer is on the edge of their seat., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Who_would_you_start_against_Croatia_portrait_1781696912.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Who_would_you_start_against_Croatia_square_1781696910.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Who_would_you_start_against_Croatia_landscape_1781696914.png
How sweltering Scotland can handle World Cup heat,BBC Sport Football,"Wed, 17 Jun 2026 11:16:20 GMT",https://www.bbc.com/sport/football/articles/cx26geg0elgo?at_medium=RSS&at_campaign=rss,51,60,60,0,80,logistics,Scotland's World Cup preparation for heat,Scotland's World Cup Heat Prep: Can They Handle the Swelter?,স্কটল্যান্ডের ওয়ার্ল্ড কাপের খেলাগুলো গরম তাপমাত্রায় অনুষ্ঠিত হবে। স্টিভ ক্লার্ক ও তার দল গরম ও মরক্কো ও ব্রাজিলের সাথে মুখোমুখি হবে। তারা শর্তের সাথে আপাতত সঙ্গতিপূর্ণ হতে পারবে?,স্কটল্যান্ডের বিশ্বকাপ হিট টেস্ট,Scotland WorldCup HeatPrep BBCSportFootball Logistics Morocco Brazil Football,"A dramatic, close-up shot of a Scotland football team bus driving down a desert highway, with the scorching hot sun beating down on the asphalt in the background. The bus is decorated with the Scotland national flag and the team's iconic blue and white colors. In the foreground, a group of Scottish players are running towards the bus, sweating and looking focused, with their kits and training gear scattered around them. The atmosphere is high-energy and chaotic, with a sense of urgency and tension building as the team prepares for the World Cup heat. The composition is dynamic, with the bus and players positioned at an angle to create a sense of movement and energy. The deep blue and gold colors of the FIFA 2027 branding are subtly integrated into the scene, adding a pop of color and a sense of excitement. The lighting is harsh and unforgiving, with the sun casting long shadows across the desert landscape. The overall mood is one of drama and intensity, with the player's determination and focus taking center stage., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/How_sweltering_Scotland_can_handle__portrait_1781696917.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/How_sweltering_Scotland_can_handle__square_1781696916.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/How_sweltering_Scotland_can_handle__landscape_1781696919.png
