title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
Mbappé: I knew Messi would keeping scoring goals,ESPN Soccer,"Mon, 22 Jun 2026 05:50:49 EST",https://www.espn.com/soccer/story/_/id/49142311/kylian-mbappe-knew-lionel-messi-keep-scoring-goals-world-cup,69,70,80,50,70,announcement,Mbappé's pursuit of Messi's record sparks interest,,"Kylian Mbappé is hot on the heels of the player he calls ""the best,"" Lionel Messi, to become the top scorer in men's Wor",Mbappé: I knew Messi would keeping scori,,"announcement sports atmosphere, cinematic stadium lights, abstract energy, dark dramatic",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mbappé__I_knew_Messi_would_keeping__portrait_1782135581.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mbappé__I_knew_Messi_would_keeping__square_1782135580.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mbappé__I_knew_Messi_would_keeping__landscape_1782135582.png
Live World Cup 2026 third-place table - who's on course to qualify?,Sky Sports Football,"Mon, 22 Jun 2026 10:00:00 BST",https://www.skysports.com/football/news/11095/13556635/world-cup-2026-third-place-standings-live-table-as-top-eight-sides-qualify-for-knockout-stage,69,80,70,50,70,result,World Cup third-place table has crucial implications,,"As we head towards the final World Cup group matches, who is on course to reach the knockout stages as one of the eight ",Live World Cup 2026 third-place table - ,,"result sports atmosphere, cinematic stadium lights, abstract energy, dark dramatic",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Live_World_Cup_2026_third_place_tab_portrait_1782135584.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Live_World_Cup_2026_third_place_tab_square_1782135583.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Live_World_Cup_2026_third_place_tab_landscape_1782135585.png
Gibraltar: a decade of hard work beginning to bear fruit,FIFA Inside – Rankings,19 May 2026,https://www.inside.fifa.com/news/gibraltar-10-years-fifa-member-roy-chipolina-shania-robba,68,80,20,100,30,ranking,Gibraltar's progress on the global stage is inspiring.,Gibraltar Rising,ফিফা র‍্যাংকিংয়ে উন্নতি,Gibraltar Rising,GibraltarFootball FIFA FootballNews EmergingNations SportsInspiration,"A stylized, abstract depiction of a football rising above the Rock of Gibraltar, with a subtle, gradient sunset background that transitions from deep blues to vibrant oranges, symbolizing growth and progress. The football should be simplified, without any visible logos or markings, and the Rock of Gibraltar should be reduced to a minimalist, geometric form.",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Gibraltar__a_decade_of_hard_work_be_portrait_1782135587.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Gibraltar__a_decade_of_hard_work_be_square_1782135586.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Gibraltar__a_decade_of_hard_work_be_landscape_1782135588.png
Kosovo: Ten years of growth on the global stage,FIFA Inside – Rankings,13 May 2026,https://www.inside.fifa.com/news/kosovo-10-years-fifa-member-dion-gallapeni-interview,68,80,20,100,30,ranking,Kosovo's remarkable growth on the global stage is celebrated.,,"On 13 May 2026, Kosovo celebrate their 10th year as a FIFA Member Association (MA). A decade on, Kosovo’s footballing gr",Kosovo: Ten years of growth on the globa,,"ranking sports atmosphere, cinematic stadium lights, abstract energy, dark dramatic",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kosovo__Ten_years_of_growth_on_the__portrait_1782135589.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kosovo__Ten_years_of_growth_on_the__square_1782135588.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kosovo__Ten_years_of_growth_on_the__landscape_1782135590.png
Lionel Messi's 9th Ballon d'Or Dream Isn't Dead. FIFA World Cup 2026 Could Change Everything - NDTV Sports,Google News FIFA 2026,"Mon, 22 Jun 2026 10:41:19 GMT",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNMk1weGxmOC1WeVVUSUY4MUllLUNvaHkwUTVEdDR4NnlkcFdfZmpaQ2MwRS1VWlZJQ0p3ZjE3blF2TEh3NmVWNW1CdnlxZ2tfMng3TVkxQ1lGM3FwU2hiMlZ3T1RTV2dQc1F6LUY2UlJUMUpJd3BSS1hPbFBkbHF3OFlfY0VsRk1NRGtjQXVTcDlFUWprT3VzNFFGRHJidjU2WWRPTzZFYmJDSklHcmJkbmtkUnc5OFlwUDlLLXhKZ0tQUlVpZzZsdXVrRDJ1TUpTZ2cw?oc=5,66,80,70,50,50,other,Lionel Messi's Ballon d'Or dreams could be revived by FIFA World Cup 2026,Messi's Dream,ফিফা বিশ্বকাপ ২০২৬,Messi's Dream,LionelMessi BallonDOr FIFAWorldCup Football Soccer Sports Argentina Legend,"A stylized, abstract depiction of a soccer ball with golden accents, set against a deep blue background with subtle, swirling patterns evoking a sense of movement and energy, as if the ball is about to be kicked into the air, with a faint, shimmering light effect to convey a sense of excitement and anticipation, and a few, scattered, abstract shapes in the foreground, suggestive of a stadium or a crowd, but without any recognizable faces or logos",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lionel_Messi_s_9th_Ballon_d_Or_Drea_portrait_1782135592.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lionel_Messi_s_9th_Ballon_d_Or_Drea_square_1782135591.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lionel_Messi_s_9th_Ballon_d_Or_Drea_landscape_1782135593.png
Rashford might still join Barca - Monday's gossip,BBC Sport Football,"Mon, 22 Jun 2026 10:25:57 GMT",https://www.bbc.com/sport/football/articles/cddlz15pqyqo?at_medium=RSS&at_campaign=rss,66,80,70,50,50,transfer,Marcus Rashford might join Barcelona or Paris St-Germain,Rashford to Barca?,সম্ভাব্য ট্রান্সফার,Rashford to Barca?,Rashford Barcelona TransferNews Football ManchesterUnited ParisSG BoishakhiTV,"Abstract impression of a football stadium at dusk, with vibrant colors and dynamic energy, capturing the excitement of a potential transfer, with no recognizable player faces, club logos, or jersey numbers, and a focus on the emotional atmosphere of the moment",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Rashford_might_still_join_Barca___M_portrait_1782135595.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Rashford_might_still_join_Barca___M_square_1782135594.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Rashford_might_still_join_Barca___M_landscape_1782135597.png
Iran leave note asking for peace after Belgium draw,BBC Sport Football,"Mon, 22 Jun 2026 09:54:09 GMT",https://www.bbc.com/sport/football/articles/cwy0ppqx1p9o?at_medium=RSS&at_campaign=rss,66,80,60,40,80,announcement,Iran leaves a message for peace after the Belgium draw,Iran's Peace,বেলজিয়ামের সাথে ড্র ম্যাচের পর,Iran's Peace,Iran Belgium WorldCup Peace Sportsmanship Football Friendship,"A stylized, abstract representation of a football stadium at sunset, with a subtle, glowing dove flying above the pitch, symbolizing peace and harmony, set against a warm, golden sky with deep blue and purple hues in the background, evoking a sense of serenity and unity.",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Iran_leave_note_asking_for_peace_af_portrait_1782135599.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Iran_leave_note_asking_for_peace_af_square_1782135598.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Iran_leave_note_asking_for_peace_af_landscape_1782135600.png
Uruguay on the slide as Spain find some rhythm. Re-ranking the 48 World Cup teams after day 11 - The Athletic - The New York Times,Google News FIFA 2026,"Mon, 22 Jun 2026 11:04:00 GMT",https://news.google.com/rss/articles/CBMihwFBVV95cUxPblFlVVJhV29vQi1sYnVmNXRndU5vTmY0OEVqMkprOC1nV200bENpVXNkb2lxbjZVbGR0SFREMHl6dmhRRnNHT1lyTi1YZGpWV2hVcExrSjlNdjVGSDZXN3FFS0s5ZjMzal85WXlqTm1pX1p5d3RHZC1GaVZoelEyU1hZQ1E5aUk?oc=5,63,80,70,10,80,ranking,Uruguay's slide and Spain's resurgence shake up World Cup rankings,,Uruguay on the slide as Spain find some rhythm. Re-ranking the 48 World Cup teams after day 11 - The Athletic&nbsp;&nbsp,Uruguay on the slide as Spain find some ,,"ranking sports atmosphere, cinematic stadium lights, abstract energy, dark dramatic",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Uruguay_on_the_slide_as_Spain_find__portrait_1782135602.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Uruguay_on_the_slide_as_Spain_find__square_1782135601.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Uruguay_on_the_slide_as_Spain_find__landscape_1782135603.png
"Argentina, Austria face off in Dallas for 2026 FIFA World Cup: TV channel, streaming options and kickoff time - CBS News",Google News FIFA 2026,"Mon, 22 Jun 2026 12:29:00 GMT",https://news.google.com/rss/articles/CBMinAFBVV95cUxQZkxzRFFZVmdRRWYteXdSclZ1dXJNUktTdHlwMDdLTXhNdTM5WWluSFZaM1hUOHFrZWUyQ0lxZkRvYmRQSjlTcUtnZmVFa1hQQnZObXE1TEgtTTZ6WTJhZlRHeEZMUERuYm1mS29LWTVBcmRjRWdmMC1SSlBJRUsxRTFtM3l3S2NBTjhHSXdNMXFwNXZlMEpPLVJ5X2w?oc=5,61,80,10,90,80,logistics,TV channel and streaming options for 2026 FIFA World Cup match in Dallas,FIFA Match,ডালাসে ২০২৬ ফিফা বিশ্বকাপ,FIFA Match,FIFAWorldCup Argentina Austria Dallas Football Soccer Sports WorldCup,"A stylized, abstract depiction of a football stadium at sunset, with vibrant colors and dynamic energy, capturing the excitement of a World Cup match. The background should feature a blend of deep blues and purples, with accents of gold and amber, evoking a sense of grandeur and celebration.",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Argentina__Austria_face_off_in_Dall_portrait_1782135605.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Argentina__Austria_face_off_in_Dall_square_1782135604.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Argentina__Austria_face_off_in_Dall_landscape_1782135607.png
"Jordan vs. Algeria: How to Watch, TV Channel, Live Stream, Time - FOX Sports",Google News FIFA 2026,"Mon, 22 Jun 2026 12:20:14 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxPekRpV1NIZU9yVVN5MXd2QWVfVXZMdFhtNENyZDQxbmJxeDVBY21qenVuTWJjRWZMMUNvMFR5WWJMOEtKeUlMRExwTktGcFZVYlJWbUhCMUl0NFNjblF0LXJvYS1ObU5TRDJBQnhYQzFyaExMT1NMeXJZcGVqLWIwZzZPMW9hZGlDZkV5R1Z5MUNWUTZBaWM3alRfWTltWDJ3eFVWODBocGtBWDU0NUNHXzhvWmFhTlZyVnAzRFFhaw?oc=5,61,80,10,90,80,logistics,TV channel and streaming options for 2026 FIFA World Cup match between Jordan and Algeria,Watch Now,ফিফা বিশ্বকাপ ২০২৬,Watch Now,FIFA2026 Jordan Algeria WorldCup Football Sports,"Abstract, stylized soccer stadium with a dramatic, cinematic atmosphere, incorporating warm, golden lighting to evoke a sense of excitement and energy, with bold, geometric shapes and vibrant, dynamic brushstrokes, set against a deep blue and purple night sky with subtle, shimmering starlight",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Jordan_vs__Algeria__How_to_Watch__T_portrait_1782135609.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Jordan_vs__Algeria__How_to_Watch__T_square_1782135608.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Jordan_vs__Algeria__How_to_Watch__T_landscape_1782135610.png
